"Name","RPKM","Total gene reads"
"AT1G01010","5.5816303131","155"
"AT1G01020","7.3457945552","244"
"AT1G01030","4.046582091","127"
"AT1G01040","7.4152213359","774"
"AT1G01046","0","0"
"AT1G01050","104.3703669073","1670"
"AT1G01060","0.6810441632","36"
"AT1G01070","4.0927622971","98"
"AT1G01073","0","0"
"AT1G01080","61.1804673282","1369"
"AT1G01090","92.8047900222","2470"
"AT1G01100","336.1772070716","3741"
"AT1G01110","1.1898956369","36"
"AT1G01115","0","0"
"AT1G01120","58.8930459589","1828"
"AT1G01130","5.5470290378","77"
"AT1G01140","83.2226392127","2403"
"AT1G01150","0.0519358806","2"
"AT1G01160","31.203638524","625"
"AT1G01170","110.8376233344","960"
"AT1G01180","10.5088897962","202"
"AT1G01183","0","0"
"AT1G01190","2.6252812473","69"
"AT1G01200","1.7444532436","30"
"AT1G01210","11.4216781538","115"
"AT1G01220","11.3803983677","663"
"AT1G01225","2.805348258","48"
"AT1G01230","29.8548915087","407"
"AT1G01240","11.9461087673","379"
"AT1G01250","1.2381761245","17"
"AT1G01260","5.8562384267","255"
"AT1G01270","0","0"
"AT1G01280","1.489412126","40"
"AT1G01290","7.878169387","163"
"AT1G01300","40.5966986827","1209"
"AT1G01305","0.1017977826","1"
"AT1G01310","0.5635867001","9"
"AT1G01320","82.8085022498","8251"
"AT1G01340","5.0199357808","210"
"AT1G01350","20.5391568888","471"
"AT1G01355","0","0"
"AT1G01360","11.746649727","192"
"AT1G01370","4.6872132227","83"
"AT1G01380","1.8311055362","19"
"AT1G01390","1.196772627","33"
"AT1G01400","0","0"
"AT1G01410","0","0"
"AT1G01420","3.0992736739","77"
"AT1G01430","24.107041633","653"
"AT1G01440","9.8891435258","361"
"AT1G01448","0","322"
"AT1G01450","0.1731931135","4"
"AT1G01453","0.0487882515","1"
"AT1G01460","0.0842706162","2"
"AT1G01470","303.2935409229","3621"
"AT1G01471","0","0"
"AT1G01480","1.6327113637","59"
"AT1G01490","51.3329263542","1006"
"AT1G01500","7.0351256065","168"
"AT1G01510","18.6238452749","659"
"AT1G01520","0.2124321782","3"
"AT1G01530","0","0"
"AT1G01540","52.1372006643","1701"
"AT1G01550","103.4848571806","2696"
"AT1G01560","14.4543326319","410"
"AT1G01570","1.873305889","44"
"AT1G01580","0.4063459847","16"
"AT1G01590","0.4917578934","18"
"AT1G01600","4.7801659632","170"
"AT1G01610","27.030163367","825"
"AT1G01620","161.4172727444","3457"
"AT1G01630","35.7521766681","711"
"AT1G01640","3.8160854873","62"
"AT1G01650","28.6335610604","1091"
"AT1G01660","1.0393869669","30"
"AT1G01670","2.2980614943","54"
"AT1G01680","4.5013608086","75"
"AT1G01690","4.1944055615","123"
"AT1G01695","0.3759168499","8"
"AT1G01700","1.3427811759","42"
"AT1G01710","17.4310320237","738"
"AT1G01720","34.3559007261","757"
"AT1G01725","12.2901159534","101"
"AT1G01730","25.4134248902","380"
"AT1G01740","3.0445256253","90"
"AT1G01750","0.7160262756","15"
"AT1G01760","2.7978872254","68"
"AT1G01770","11.0601437549","446"
"AT1G01780","9.0565335023","140"
"AT1G01790","52.9748650812","3409"
"AT1G01800","62.2948656402","1129"
"AT1G01810","0.4787204016","5"
"AT1G01820","58.9620916045","1022"
"AT1G01830","10.0431060563","420"
"AT1G01840","1.2652894703","17"
"AT1G01860","9.5169615844","238"
"AT1G01870","0","0"
"AT1G01880","0.7969399552","26"
"AT1G01890","0","0"
"AT1G01900","4.6507103213","187"
"AT1G01910","36.221830198","973"
"AT1G01920","8.7086276721","306"
"AT1G01930","9.487716294","312"
"AT1G01940","13.383227228","161"
"AT1G01950","7.1023760306","362"
"AT1G01960","19.1390761305","1720"
"AT1G01970","24.3386213264","656"
"AT1G01980","0.3346852698","10"
"AT1G01990","20.2894406956","390"
"AT1G02000","8.7940480831","256"
"AT1G02010","4.5263597779","188"
"AT1G02020","7.7885121288","297"
"AT1G02030","0.0947066058","3"
"AT1G02040","0","0"
"AT1G02050","11.0050230865","236"
"AT1G02060","3.934435198","140"
"AT1G02065","3.8123421815","125"
"AT1G02070","0.3038764934","3"
"AT1G02074","0","0"
"AT1G02080","16.1482148103","2006"
"AT1G02090","19.0658840318","520"
"AT1G02100","22.8094425231","554"
"AT1G02110","10.9458571624","416"
"AT1G02120","46.5826962484","1566"
"AT1G02130","32.4777799137","544"
"AT1G02140","129.4531926525","1672"
"AT1G02145","12.9529411687","381"
"AT1G02150","57.5929216001","1798"
"AT1G02160","31.6153032225","294"
"AT1G02170","32.6509529978","718"
"AT1G02180","7.0644112601","107"
"AT1G02190","2.2805420403","82"
"AT1G02205","48.0594055643","1900"
"AT1G02210","0","0"
"AT1G02220","2.7583211434","63"
"AT1G02230","0.3961732389","8"
"AT1G02250","0","0"
"AT1G02260","10.6909017931","379"
"AT1G02270","13.500613763","371"
"AT1G02280","81.4523598245","1569"
"AT1G02290","4.0065084799","112"
"AT1G02300","12.7646288802","280"
"AT1G02305","77.7474595472","1793"
"AT1G02310","1.7605889879","42"
"AT1G02320","0","0"
"AT1G02330","23.6510502242","411"
"AT1G02335","16.3981300651","223"
"AT1G02340","1.6112972241","33"
"AT1G02350","1.3017120708","14"
"AT1G02360","9.6218539122","159"
"AT1G02370","2.3664799649","71"
"AT1G02380","2.3467975871","43"
"AT1G02390","8.4375072195","253"
"AT1G02391","0","0"
"AT1G02400","10.7831144806","263"
"AT1G02405","0.6965518102","6"
"AT1G02410","19.9772954541","386"
"AT1G02420","1.9067083314","46"
"AT1G02430","1.1394642912","32"
"AT1G02440","0.4270887772","7"
"AT1G02450","6.6721766587","59"
"AT1G02460","1.626959796","49"
"AT1G02470","4.651971018","83"
"AT1G02475","74.4175759751","1145"
"AT1G02480","0","0"
"AT1G02490","1.5687299315","3"
"AT1G02500","229.2371848228","5756"
"AT1G02510","0.1126712105","2"
"AT1G02520","0.3635109141","23"
"AT1G02530","0.1836332186","13"
"AT1G02540","0","0"
"AT1G02550","0.0839238235","1"
"AT1G02560","252.0215522156","5530"
"AT1G02570","0","0"
"AT1G02575","0","0"
"AT1G02580","0.0267046998","1"
"AT1G02590","0","0"
"AT1G02600","0","0"
"AT1G02610","4.3746972369","73"
"AT1G02620","0.2671636128","5"
"AT1G02630","0.1140717228","3"
"AT1G02640","10.3940499834","442"
"AT1G02650","0.7141688793","18"
"AT1G02660","13.3898224777","577"
"AT1G02670","0.4805534989","17"
"AT1G02680","14.2327217269","213"
